,name,tag,vector
28,giraffe,<http://dbpedia.org/resource/Giraffe>,"[-0.0015298942, -0.14604154, -0.04221708, 0.22064304, 0.8687194, 0.49995139, 0.079368874, -0.02998317, 0.19138871, 0.087475292, 0.33104381, 0.78839165, 0.49820727, 0.64328361, -0.16572644, 0.01595212, -0.87817633, -0.26065546, -0.62228239, 0.43188682, -1.0133508, 0.088069931, 0.089982234, -0.45781213, 0.061319157, 0.79634577, -0.60477382, 0.3601664, -0.2819339, 0.098311409, 0.48206541, 0.56502098, 1.0392414, 0.49219608, -0.20737341, 0.096665859, -0.66001737, 0.16158293, -1.0182925, 0.6293937, 0.36639816, 0.69339573, 0.12960102, 0.98267585, -0.24739017, 0.54863423, -0.49979976, 0.69437122, -0.13995837, -0.82434422, 0.039490107, 0.32852229, -0.17636395, -1.164067, 0.063618474, 0.76063257, 0.88914025, -0.90911657, 0.036974166, -0.61811048, -0.68950498, 0.55281889, 0.039597191, -0.17020451, -0.36336902, -0.30997324, 0.11729947, 0.041902397, -0.2686947, 0.24147132, -0.6195274, -0.46110946, 0.38102999, -0.63882703, 0.78122497, -0.30891827, 0.21328957, 0.27022511, -0.19373429, -0.19655859, -0.015740795, 0.33888602, 0.20372337, 0.068602152, 0.47859174, 0.79641205, -0.49502766, 0.055516396, 0.11015284, 0.43052253, -0.30439714, 0.25975582, -0.40795183, -0.47990167, 0.24478772, -0.056222897, -0.76092011, -0.018719459, 0.053859163, -0.22288014, 0.48939431, 0.19705491, 1.2275456, 0.91484106, -0.55609626, 0.49229664, 0.42964268, -0.31720152, 0.70316488, 0.53146136, -0.14447322, -0.35393497, -0.34644225, 0.54521632, 0.22535059, 0.31989649, 1.1535259, -0.031005755, 0.3620826, -0.15128809, 0.20970322, -0.12355712, -0.30195317, -0.4915852, -0.26282436, 0.29605031, -0.32810044, -0.90032089, 0.15021437, -0.39764491, 0.58785689, -0.54000777, -0.37484965, 0.067889109, -0.38523716, 0.76499474, -0.50704169, 0.2401271, 1.6276861, -1.0080438, 0.45942196, 0.98112082, -0.48468593, 0.065016292, -0.16726695, 0.93206483, 1.5522069, 0.76386386, 0.10038856, -0.36316127, 1.2325276, 1.4668165, -0.49652559, 0.0070390608, -1.0521785, -0.91107893, 0.010389309, 0.55714858, -0.8522929, -0.69107473, -0.23563668, -0.14271189, -0.41631019, 0.41755965, 0.11103196, -0.011704636, 0.30367312, -0.32792559, -0.084536687, 0.14131099, 0.36527091, 0.49623093, 1.1981636, 0.0033489831, 0.27435738, -0.77507728, -0.077484764, -0.4394587, 1.3081516, -0.0050423718, 0.51549989, -0.58897591, -0.28452924, 0.4029853, 0.45891795, 0.25729287, 0.88677526, -0.11985986, 0.90008277, 0.62454319, -0.51606661, 0.62397438, -0.74950159, 0.25650594, 0.3985751, -1.1716026, 0.69623101, 0.37659013, -0.48273271, -0.1211151]"
29,girl,<http://dbpedia.org/resource/Girl>,"[-0.10997581, 0.02560108, 0.34939498, 0.15009952, 0.036071014, -0.020475665, -0.0076727453, -0.15203865, 0.04564438, -0.18349214, 0.19564874, 0.220688, -0.020789234, 0.25183496, 0.076137796, -0.019413725, -0.4706938, -0.35447493, -0.54226196, 0.39715102, -0.55672258, 0.46277255, 0.0061597787, -0.40621769, -0.14709632, 0.49002421, -0.079956181, 0.36754262, -0.26844361, 0.4600206, 0.14655945, 0.39478821, 0.94207436, 0.75548941, -0.21479064, -0.080049507, -0.29025742, -0.17737304, -0.24322884, 0.19261271, 0.13532157, 0.0081793834, -0.11973245, 0.22515531, 0.055434309, 0.1355767, 0.10195018, -0.02060562, -0.33310118, -0.35738167, -0.099540412, 0.18549804, -0.28787431, -0.17954421, -0.13558219, 0.17166696, 0.65203375, -0.54897249, -0.1012807, -0.56066656, -0.17795235, 0.18282996, 0.05508453, 0.090021454, 0.2323859, -0.29211068, 0.27385512, 0.019732842, -0.33264026, 0.11589011, -0.35223851, -0.18547805, -0.17638195, -0.36802185, 0.35278916, -0.28558403, 0.27153727, 0.23605856, -0.4533529, 0.053310961, 0.17343368, 0.02815746, 0.0097282659, 0.012683628, 0.014941503, 0.3476882, -0.42356145, -0.025712196, 0.12511331, 0.40626132, -0.15055533, -0.1531273, -0.55228406, -0.049410403, 0.39096552, -0.038176972, -0.12922752, -0.089075126, 0.072739542, -0.30826777, 0.69903064, -0.22974503, 0.42480749, 0.21210749, -0.71975267, -0.33176911, 0.19964966, -0.26910549, 0.47022513, -0.079585858, 0.0072637517, 0.084359057, -0.45299312, -0.24329215, 0.35427767, 0.12678425, 0.5052551, -0.23302151, 0.23377942, -0.067435764, 0.084055334, 0.082930528, 0.043045092, -0.20251897, -0.42729989, 0.38049963, 0.10630568, -0.1566225, 0.0093638366, -0.2800203, 0.26727962, -0.56404376, -0.31872201, -0.15488976, -0.13145648, 0.28639054, 0.23637022, -0.097865902, 0.97605699, -0.24747093, 0.42177013, 0.67457485, -0.30263135, 0.23363499, -0.19989872, 0.45074973, 0.63658506, 0.35607207, 0.26846978, -0.32200158, 0.6654197, 0.88193071, -0.18076304, -0.16048346, -0.43971059, -0.19220656, 0.31767547, 0.35181937, -0.28011817, -0.10205565, -0.34383246, -0.26998961, -0.18524466, 0.015669633, 0.3741416, 0.32898623, -0.20255786, -0.37784496, -0.037011229, 0.10454551, 0.083226234, -0.033507831, 0.50302404, 0.061811075, 0.053057462, -0.17275307, -0.014522068, -0.2480454, 0.3915253, -0.36719346, 0.14061581, -0.025200384, -0.38095975, -0.46822578, -0.12962966, -0.28243282, 0.77999306, -0.12262128, 0.14431547, 0.36610258, 0.14682956, 0.2979975, -0.53016782, -0.30020899, -0.078531072, -0.43930113, 0.098238468, 0.36457852, -0.17047969, -0.056637712]"
30,gnat,<http://dbpedia.org/resource/Gnat>,[]
31,goat,<http://dbpedia.org/resource/Goat>,"[0.023480467, -0.3673642, -0.20636021, 0.058879755, 0.014861968, 0.11882532, -0.1564777, -0.14805233, -0.37168208, -0.25244102, 0.091236174, 0.34802371, 0.1659501, -0.052867197, 0.26209778, 0.079180345, -0.36143753, 0.1189272, -0.27889574, 0.076889127, -0.58498096, -0.053135056, -0.26054326, -0.15264089, -0.07869181, 0.27683023, -0.66814113, 0.16250478, -0.19968486, 0.065661497, 0.23136446, 0.31111643, 0.17096546, 0.057778768, -0.19005057, 0.2148062, -0.39499623, 0.15094833, -0.32313922, 0.2918303, -0.25329721, 0.10940575, 0.12042218, 0.086126029, -0.13119003, 0.45003355, -0.1172806, 0.47339398, 0.12854695, -0.12987362, 0.32715616, 0.14738035, -0.0027865828, -0.21386355, -0.23004857, 0.19427703, 0.58228004, -0.5893268, -0.19514586, -0.55540711, -0.69162327, 0.52645296, -0.29666924, -0.25511637, 0.082591437, -0.025139688, 0.07206773, -0.10170797, -0.27536216, 0.20118232, -0.17362118, -0.081477404, 0.45222273, -0.23579055, 0.20386507, -0.1743647, 0.23265895, 0.15813996, -0.1241326, -0.02323135, -0.17774728, 0.080212846, 0.19725086, 0.30500624, -0.20046921, 0.59484994, -0.42377883, -0.10520672, -0.19321916, 0.35160202, -0.25584528, 0.1187214, -0.18507697, -0.048032079, 0.26000789, -0.076992042, -0.41128933, -0.056113128, -0.0098941941, -0.1652541, 0.058220897, 0.040763006, 0.48185354, 0.17592245, -0.45986825, 0.17502753, 0.32414186, -0.21355638, 0.4918586, 0.11471103, 0.053100735, 0.12942871, -0.27931055, 0.35269246, -0.1069457, -0.19567493, 0.39601681, -0.17404963, 0.15202662, -0.055208702, 0.39119101, -0.0054643783, -0.18333507, -0.21932071, -0.23637313, 0.2534872, 0.02086998, -0.28275082, 0.24468435, -0.54037821, 0.032754902, -0.29510188, -0.45474017, 0.27227157, -0.16086464, -0.032754101, -0.056181174, -0.10259879, 0.82166386, -0.41520348, 0.028188707, 0.44347572, -0.062737107, 0.19916105, -0.026908433, 0.38426, 0.48042473, 0.27384418, 0.0083271656, 0.073929325, 0.36388731, 0.71489757, -0.4561049, 0.11069655, -0.60384136, -0.38802505, 0.26940793, 0.26749906, -0.35385862, -0.67856872, -0.27760881, -0.011392334, -0.27744722, 0.22021915, 0.17727445, 0.16809778, -0.08090812, -0.33422205, 0.19972178, 0.071609452, 0.14758955, 0.091295943, 0.31536207, 0.25998256, -0.24470368, -0.30074167, -0.01016756, -0.23565081, 0.53595716, -0.048230469, 0.2030988, -0.32327765, -0.51771373, 0.13679461, 0.16989248, -0.052789405, 0.4848887, -0.17102547, 0.24292396, 0.45480993, -0.27281049, 0.36628512, -0.37728158, 0.19738288, 0.075357698, -0.49698433, 0.08142595, 0.3402445, -0.0089043053, 0.045255516]"
32,gorilla,<http://dbpedia.org/resource/Gorilla>,"[-0.0041271625, -0.13508691, -0.012190639, 0.19700521, 0.78648537, 0.4086867, 0.08666084, -0.025514489, 0.15489505, -0.0010148863, 0.31685704, 0.76008761, 0.48549977, 0.61229277, -0.10435129, -0.037942939, -0.8571347, -0.22474739, -0.61264133, 0.55118454, -1.0750587, 0.054397412, -0.048053909, -0.48614252, 0.076407731, 0.71868968, -0.67444599, 0.39431405, -0.18011723, 0.15037017, 0.44417092, 0.55796361, 0.99389809, 0.40513971, -0.10803124, 0.065534927, -0.61391795, 0.10933512, -0.91223568, 0.61628127, 0.27878734, 0.66418368, 0.12846221, 0.84488732, -0.33810505, 0.55265176, -0.47440022, 0.58821011, -0.092562474, -0.75969237, 0.034878526, 0.30928552, -0.17724352, -1.1729652, 0.0090943519, 0.72763538, 0.85990512, -0.92242867, 0.031744964, -0.66925937, -0.6259402, 0.41470093, 0.010791208, -0.18522835, -0.25498036, -0.17001255, 0.16602908, 0.12753864, -0.2158165, 0.28759018, -0.59361804, -0.37323043, 0.35867271, -0.51191616, 0.60755569, -0.17991418, 0.14240551, 0.167936, -0.14710593, -0.17336826, -0.023634518, 0.40351462, 0.2146892, 0.16626091, 0.36087331, 0.70791197, -0.47350654, 0.083127573, 0.055176593, 0.52552819, -0.2668364, 0.16169107, -0.38755634, -0.43424264, 0.16598935, -0.062685482, -0.73955852, -0.021049522, -0.012192301, -0.1706274, 0.49786687, 0.19446215, 1.013319, 0.85429901, -0.51373667, 0.47796771, 0.44661149, -0.32968801, 0.63306731, 0.41159853, -0.13037461, -0.37988052, -0.31814054, 0.51770705, 0.22309729, 0.16759244, 1.0202196, -0.055392329, 0.30390242, -0.23489271, 0.21834214, -0.11895793, -0.28415629, -0.5643459, -0.24865189, 0.35533723, -0.26186052, -0.83216131, 0.14649482, -0.45046601, 0.62940645, -0.5407787, -0.38945627, 0.073388949, -0.32751048, 0.68360418, -0.48416868, 0.23022529, 1.668059, -1.0449201, 0.44473606, 0.99199831, -0.42385891, 0.040097706, -0.18988138, 0.91955459, 1.5625713, 0.7106483, 0.12739131, -0.33855662, 1.2281444, 1.4440043, -0.45467556, 0.019083826, -1.115079, -0.88996017, 0.060508709, 0.67747372, -0.88171566, -0.72390217, -0.27430961, -0.18378992, -0.52407241, 0.48570615, 0.061443213, 0.050250813, 0.38797817, -0.38386077, -0.13612805, 0.033231821, 0.42949617, 0.54208702, 1.2125919, 0.035080843, 0.27043313, -0.74852681, -0.063683227, -0.45066661, 1.3628018, 0.077005029, 0.44250837, -0.56147981, -0.23723458, 0.36880621, 0.5232361, 0.18591347, 0.85796297, -0.1407447, 1.1066875, 0.6676653, -0.60050321, 0.79297841, -0.81721187, 0.26796296, 0.4755128, -1.2895662, 0.75137329, 0.40904489, -0.53766638, -0.17438743]"
33,gull,<http://dbpedia.org/resource/Gull>,"[-0.027933709, 0.018392686, -0.10673903, -0.27367982, 0.1656159, 0.21529697, 0.11659761, 0.043114129, 0.1052677, 0.13200025, 0.41552469, 0.45967469, 0.46049061, 0.16195707, 0.059784062, -0.026717445, -0.32370326, 0.076555826, -0.28445554, 0.1566985, -0.83821684, -0.23632254, -0.15357721, -0.19241861, 0.15655524, 0.52963907, -0.66033137, 0.095601454, -0.032120626, -0.11529438, 0.39078015, 0.1931816, 0.27928874, -0.20566125, 0.071909569, -0.04696833, -0.1745857, 0.22706707, -0.59030432, 0.35720995, 0.080533095, 0.4129892, 0.086837247, 0.53419077, -0.27413449, 0.66807693, -0.47053394, 0.57715571, 0.057993144, -0.28562406, 0.091463253, 0.029559903, 0.0045855003, -0.70810121, -0.075343594, 0.57150155, 0.73011649, -0.73466444, -0.1197639, -0.5032835, -0.52947325, 0.20990744, -0.26440489, -0.19531043, -0.17128989, -0.18491428, 0.25504729, 0.094523095, -0.23021764, 0.072455101, -0.56356657, -0.44560522, 0.4175607, -0.4416548, 0.66810536, -0.26799169, -0.062993541, -0.07731583, -0.056917034, -0.23442638, -0.017346077, 0.078245968, -0.005145736, 0.30942467, 0.17229661, 0.51384473, -0.42812508, -0.20412686, -0.13974604, 0.30195054, -0.090134107, 0.0067438614, -0.0033775603, -0.12908065, -0.25321916, 0.23022315, -0.59875154, 0.14183521, 0.10389024, 0.039344542, 0.023466226, -0.0035301517, 0.33960575, 0.49183038, -0.19918409, 0.5104757, 0.24739358, -0.10771795, 0.53903824, 0.33216745, 0.048419993, -0.45669648, -0.17214404, 0.58378053, 0.28383306, 0.18152849, 0.76770186, 0.078023732, 0.19602747, -0.31047592, 0.21600746, -0.11090441, -0.020982336, -0.46596727, -0.20819034, 0.21407995, -0.30484432, -0.56419545, 0.17824295, -0.41928887, 0.35713172, -0.37112591, -0.1801044, 0.051062819, -0.17177585, 0.35637808, -0.28384563, 0.35744908, 0.96150839, -0.3184323, -0.0098081315, 0.56415755, -0.22857651, 0.070191421, -0.1526005, 0.55589843, 1.1119713, 0.25365508, 0.141497, -0.030232523, 0.66326988, 0.64870578, -0.058038302, 0.33652169, -0.78899157, -0.51460963, 0.058932368, 0.23654917, -0.52263039, -0.41885704, -0.11566751, -0.28119692, -0.16453007, 0.26972073, 0.021748578, -0.019829709, 0.12918285, -0.21480364, -0.056285113, 0.17626002, 0.2356073, 0.34054545, 0.65216494, 0.045202356, 0.18729416, -0.4294821, -0.11960597, -0.097955018, 0.66978478, -0.018446401, 0.20541273, -0.46929371, -0.3592726, 0.23253793, 0.45026776, 0.25810963, 0.3354412, 0.028462779, 0.56033176, 0.46870685, -0.53917098, 0.45509389, -0.66305673, 0.060401127, -0.033291567, -0.72589254, 0.39809167, 0.17155208, -0.45526958, -0.049609482]"
34,haddock,<http://dbpedia.org/resource/Haddock>,"[0.10659239, -0.099237107, 0.19916846, -0.057873841, 0.24234752, -0.08206366, 0.053633634, -0.070088491, -0.33541724, 0.06918402, 0.26692516, 0.31026268, 0.37698483, 0.31000158, 0.01335033, -0.067399256, -0.36907905, 0.16148488, -0.46063396, 0.30338332, -0.61804765, 0.037578333, -0.11585242, -0.26489526, 0.16519722, 0.78978604, -0.44332945, 0.061220028, -0.014596382, -0.096134581, 0.38319078, 0.20594721, 0.24226128, 0.072331898, 0.0056363433, 0.14129399, -0.15383604, 0.04710814, -0.33659136, 0.31034133, 0.107692, 0.49758404, -0.0025708778, 0.40241742, -0.12390158, 0.49879968, -0.16977894, 0.3908422, 0.1870463, -0.31787398, -0.0034434982, 0.12075424, 0.042820524, -0.50365448, -0.17656742, 0.67629707, 0.39936087, -0.45593649, 0.010824119, -0.31107911, -0.29709107, 0.13218965, -0.096773289, -0.017569939, -0.30009764, 0.14203659, 0.059828207, -0.070986874, -0.26381421, -0.092398293, -0.37571022, -0.20008433, 0.35238618, -0.31036621, 0.29627183, -0.2267222, 0.074614778, -0.13482244, -0.13118967, -0.43097287, 0.17831104, 0.087610207, 0.080698922, 0.2689895, 0.031189738, 0.3023417, -0.13734785, -0.11077454, -0.0075633754, 0.38876703, -0.13205038, 0.081517108, -0.18356855, -0.38709915, -0.036582559, 0.0018972735, -0.36427432, 0.13727467, -0.01834427, -0.071101278, 0.15876064, -0.016308581, 0.36675987, 0.28853974, -0.53259426, 0.28609076, 0.42477366, -0.22492176, 0.42112732, 0.47781727, 0.037022062, -0.28687942, -0.45859396, 0.35537758, 0.21252464, -0.055940781, 0.71992505, 0.09649124, 0.16367039, -0.16141295, 0.13588946, -0.14028779, -0.045355458, -0.42655176, -0.32469785, 0.26691368, -0.24818932, -0.30254725, 0.31929964, -0.44314289, 0.36940494, -0.58917367, -0.41715598, 0.05724794, -0.20037593, 0.09548156, -0.3250812, 0.21330132, 0.96578395, -0.38919997, 0.22867651, 0.77928936, -0.46638754, 0.23845403, 0.0091151595, 0.54865074, 1.1083462, 0.41810739, 0.13034831, -0.29152507, 0.7450738, 0.56924278, -0.147199, 0.11394214, -0.86063159, -0.68191141, 0.19393034, 0.33332759, -0.55451149, -0.55746704, -0.21810567, -0.24017708, -0.39301613, 0.33984211, -0.01129301, 0.10107391, 0.084454842, -0.2404433, -0.015649974, 0.10231277, 0.32470483, 0.22980076, 0.45667738, 0.074447691, 0.047503605, -0.32120147, 0.1116508, -0.2501654, 0.79293668, -0.0093112355, 0.3209126, -0.4011932, -0.22162172, 0.029703461, 0.31008756, 0.08810766, 0.23634394, -0.17200184, 0.23213229, 0.39791343, -0.17771606, 0.37717173, -0.66472179, 0.23400295, 0.2060681, -0.69444561, 0.42889929, 0.33942446, -0.38675287, -0.14911605]"
35,hamster,<http://dbpedia.org/resource/Hamster>,"[-0.01708336, -0.20358819, -0.06746459, 0.2198821, 0.80502123, 0.50870144, 0.024849303, -0.0067708273, 0.19573571, 0.10669476, 0.29548344, 0.7324295, 0.52569109, 0.54319525, -0.1129906, 0.009908421, -0.83879197, -0.21377422, -0.62099248, 0.34633127, -0.98481536, 0.0017300509, 0.098282561, -0.43799055, 0.083335228, 0.81999582, -0.60553145, 0.35905468, -0.25778872, 0.073906735, 0.45122924, 0.48965284, 0.94247901, 0.47550759, -0.20629549, 0.11002256, -0.62283808, 0.20610826, -0.97353685, 0.56059647, 0.34909087, 0.64888155, 0.13350385, 0.95386755, -0.21573409, 0.55878836, -0.54411757, 0.74985415, -0.12282661, -0.70796508, 0.002840206, 0.22565629, -0.20828685, -1.1414503, 0.040877018, 0.86845285, 0.87355936, -0.91135526, 0.0068663489, -0.68895978, -0.62981808, 0.49707639, 0.052833844, -0.14897873, -0.38665721, -0.31871846, 0.15617938, 0.04126098, -0.15103304, 0.17592977, -0.65246964, -0.4370597, 0.3377187, -0.4418678, 0.69250166, -0.26195124, 0.18697236, 0.26881325, -0.089376889, -0.19737145, -0.002950792, 0.2440013, 0.21880762, 0.096770912, 0.45886412, 0.85569578, -0.48134956, 0.022917079, 0.036912858, 0.40649489, -0.36402896, 0.26448205, -0.33607948, -0.45373687, 0.1784067, -0.0033820942, -0.81184369, 0.0018493027, 0.01664063, -0.21152292, 0.43634513, 0.18895563, 1.1461602, 0.95725048, -0.50190842, 0.52324373, 0.41708696, -0.24068633, 0.70594466, 0.52305764, -0.14698905, -0.33613899, -0.31730124, 0.49402004, 0.22708987, 0.31732959, 1.1377517, -0.051941853, 0.35889447, -0.22031216, 0.22476384, -0.12910196, -0.26232406, -0.45227131, -0.18830211, 0.25910497, -0.28093269, -0.85044634, 0.15979294, -0.38056806, 0.60599715, -0.48756188, -0.34949288, 0.052179534, -0.35228086, 0.75502938, -0.57776499, 0.20882684, 1.6517737, -0.98717457, 0.38443115, 0.95844036, -0.45807794, 0.043687899, -0.10849689, 0.94165093, 1.5387921, 0.81127656, 0.056647714, -0.33112231, 1.2508948, 1.4252795, -0.46274525, 0.081109203, -1.0533797, -0.83154029, -0.022224097, 0.61237562, -0.93209618, -0.74062055, -0.24587551, -0.082226105, -0.43057665, 0.47579518, 0.04147594, -0.047687374, 0.32236511, -0.29947144, -0.14770739, 0.074714489, 0.31201234, 0.54569906, 1.1294656, -0.064285174, 0.30323562, -0.74514669, -0.028571701, -0.48346132, 1.1553533, 0.056539048, 0.48778906, -0.64950913, -0.34072095, 0.46785471, 0.43747103, 0.31791407, 0.84771192, -0.17544365, 0.95857161, 0.66970968, -0.46520469, 0.55181849, -0.75536656, 0.29491171, 0.40351716, -1.2238917, 0.67920792, 0.32779408, -0.48528028, -0.079865515]"
36,hare,<http://dbpedia.org/resource/Hare>,"[0.033692274, -0.42772278, -0.15369517, -0.032351341, 0.33841696, 0.48452199, -0.036328595, -0.040788438, -0.12822478, -0.099316351, 0.44016343, 0.72291076, 0.36570194, 0.31419626, -0.0081337979, -0.1398804, -0.77779353, -0.013050159, -0.56529677, 0.36634427, -1.1840111, -0.082305752, -0.3363328, -0.46109608, 0.07454142, 0.74481267, -0.88004202, 0.33196834, -0.056432322, -0.011561409, 0.43322599, 0.37945354, 0.72593915, 0.061497573, -0.10029459, 0.048317414, -0.42445883, 0.051481608, -0.60862768, 0.46480656, -0.11710396, 0.46213067, 0.13685559, 0.43215296, -0.32331732, 0.58752805, -0.43138123, 0.56555516, -0.15487659, -0.37735516, 0.11130922, 0.14918652, 0.0099689746, -0.75194138, -0.17208923, 0.38851035, 0.72631788, -0.86500204, -0.29409283, -0.60079288, -0.71903825, 0.22765727, -0.20226283, -0.097559251, -0.22924906, 0.11239033, 0.25598177, 0.043899987, -0.26808247, 0.34466639, -0.41093618, -0.28483847, 0.62094206, -0.56265593, 0.42428818, -0.25051194, 0.27925721, -0.19253318, 0.089713857, -0.34342575, -0.093447812, 0.099102721, 0.024424652, 0.33846632, 0.025514079, 0.66885149, -0.56487411, -0.077346317, 0.15927304, 0.62401539, -0.2465287, 0.037623301, -0.17918064, -0.3375217, -0.0049274899, 0.047251917, -0.53449965, 0.14225091, -0.03667257, 0.11366419, 0.35670179, 0.045206975, 0.676364, 0.40830469, -0.52585733, 0.37532151, 0.40920317, -0.3240906, 0.67548537, 0.36634177, -0.1989945, -0.24912792, -0.15572415, 0.59365523, 0.25471002, -0.11001248, 0.82163757, -0.060522869, 0.2397293, -0.42139909, 0.32604817, -0.28115869, -0.17009766, -0.44647586, -0.45771724, 0.43239501, -0.18506834, -0.41320127, 0.320072, -0.68034917, 0.29893678, -0.42481583, -0.26102462, 0.29289755, -0.39608002, 0.21631658, -0.42111439, 0.26129863, 1.4244516, -0.76967531, 0.10689747, 0.65362358, -0.22944008, 0.3254914, 0.092069462, 0.87924117, 1.3016738, 0.49935323, 0.10426267, -0.15400635, 0.91027623, 1.0567123, -0.25589222, 0.30536994, -0.9690187, -0.76972902, 0.19313832, 0.35207993, -0.83081323, -0.6894967, -0.26295081, -0.26099813, -0.36285511, 0.36587712, 0.1031817, 0.12809616, -0.016201312, -0.34673771, 0.14553273, 0.13521297, 0.41204858, 0.32064119, 0.64979035, 0.19806227, 0.08018408, -0.63855314, -0.33523041, -0.28687012, 0.93980926, -0.043402612, 0.25792497, -0.56532127, -0.58853418, 0.39650318, 0.50108552, 0.12127811, 0.4417769, -0.087194152, 0.70849538, 0.65912414, -0.29309171, 0.56567025, -0.80720967, 0.2990188, 0.12884748, -0.67514712, 0.33969805, 0.3538143, -0.40299585, -0.070898116]"
37,hawk,<http://dbpedia.org/resource/Hawk>,"[-0.065600932, -0.14573872, -0.064116307, 0.19026908, 0.57664967, 0.36594349, 0.10871634, -0.068994522, 0.091379173, 0.065112963, 0.24648517, 0.59880984, 0.44266722, 0.43183964, -0.085230045, -0.0416683, -0.69430757, -0.18550463, -0.59388065, 0.38327503, -0.81445146, 0.13566259, 0.10095105, -0.3238093, 0.0033549829, 0.77659398, -0.48396558, 0.33080956, -0.20666403, 0.069762751, 0.38483649, 0.47107041, 0.8810761, 0.53473979, -0.17701019, 0.10973299, -0.48689941, 0.1471016, -0.75042635, 0.35448778, 0.30055854, 0.42762792, 0.012687516, 0.62627357, -0.1863686, 0.57058901, -0.45797715, 0.68192309, -0.070254907, -0.7739976, 0.016871994, 0.22490013, -0.12739018, -0.97051114, 0.039499015, 0.78284889, 0.80145812, -0.82919866, -0.0091131292, -0.48746938, -0.62291193, 0.53719085, 0.031011898, -0.12527926, -0.34611022, -0.35637844, 0.11415777, -0.0011381257, -0.19973595, 0.18989781, -0.5908944, -0.42701292, 0.28728408, -0.47494319, 0.72969311, -0.25617495, 0.11214098, 0.20082478, -0.098405436, -0.17187572, 0.019128988, 0.20765521, 0.13279171, 0.13392906, 0.36204621, 0.64984906, -0.36577526, -0.05240687, 0.054925982, 0.30603456, -0.25318474, 0.20862012, -0.29790461, -0.28487054, 0.24966425, -0.0022545944, -0.60492802, -0.060086709, 0.095189244, -0.21794584, 0.43459958, 0.17540137, 0.99053681, 0.84329504, -0.4198789, 0.43509117, 0.3630031, -0.21309438, 0.63877219, 0.45849571, -0.072729036, -0.2836526, -0.21783744, 0.34220922, 0.18922846, 0.305181, 1.0300853, -0.0018819073, 0.32191354, -0.14185692, 0.25117323, -0.083882235, -0.22261108, -0.34958977, -0.26158613, 0.20090018, -0.28799379, -0.83958387, 0.10402502, -0.37062287, 0.49698123, -0.45584595, -0.30455187, 0.037291761, -0.33639878, 0.63619649, -0.4372271, 0.12912761, 1.3671134, -0.89057487, 0.38323444, 0.85478586, -0.46434703, -0.00018247036, -0.098993376, 0.7243824, 1.2355256, 0.60990983, 0.020409612, -0.30561957, 1.0321081, 1.2691522, -0.46100476, 0.0044257832, -0.81061679, -0.66739315, 0.021693394, 0.51510578, -0.68125135, -0.52616525, -0.14710887, -0.088217273, -0.28138858, 0.20647764, 0.0012733672, 0.044481382, 0.2088352, -0.30116588, -0.081192724, 0.071847789, 0.2014315, 0.44384471, 0.8431775, -0.086437918, 0.22419885, -0.52919698, 0.0038326175, -0.34612989, 0.85327375, -0.022572717, 0.46627703, -0.46046686, -0.30693185, 0.36409813, 0.26397905, 0.22353846, 0.68602437, -0.092639528, 0.6390456, 0.48204088, -0.40360591, 0.44830334, -0.59160513, 0.25276974, 0.35136256, -0.95344234, 0.579059, 0.27074334, -0.42539701, -0.09472914]"
